id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,city,country,Rating_Scale,Scale_Price
3708033,18912114,Max,2014-07-26,Not Specified,0.0,0.0,f,Ranelagh and Rathmines,2,3,t,t,53.32587,-6.25865,Entire home,Entire home/apt,8,3 baths,4.0,8.0,700.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,7,0,0,2016-05-15,2019-02-04,4.8,5.0,5.0,5.0,5.0,4.8,4.8,f,1,1,0,0,0.09,Dublin,Ireland,Satisfied,Between 500 to 999
3723817,11977133,Laura,2014-02-05,Not Specified,0.0,0.0,f,Not Specified,1,2,t,t,53.33613,-6.32971,Entire townhouse,Entire home/apt,2,1 bath,1.0,1.0,65.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,3,0,0,2018-09-21,2019-06-02,4.67,4.67,4.33,3.33,4.67,4.33,5.0,f,1,1,0,0,0.06,Dublin,Ireland,Very Satisfied,Less than 100
3725793,19033083,Teresa,2014-07-28,Not Specified,0.0,0.0,f,Donnybrook,7,9,t,t,53.30893,-6.24091,Private room in home,Private room,2,3 baths,1.0,2.0,45.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,5,0,0,2015-08-17,2016-08-21,4.6,4.4,4.6,4.6,4.8,5.0,4.8,f,7,0,7,0,0.06,Dublin,Ireland,Satisfied,Less than 100
3737322,12751045,Orla,2014-03-03,Not Specified,0.0,0.0,f,Portobello,1,1,t,t,53.33012,-6.2722,Entire rental unit,Entire home/apt,2,Half-bath,1.0,1.0,55.0,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,0,8,0,0,2016-05-16,2016-08-27,5.0,4.88,4.75,5.0,5.0,4.88,4.88,f,1,1,0,0,0.1,Dublin,Ireland,Satisfied,Less than 100
3740535,4537751,Brian,2012-12-31,Not Specified,0.0,0.0,f,Old City,2,2,t,f,53.34292,-6.26691,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,70.0,1,10,1,1,10,10,1.0,10.0,t,0,0,0,0,6,0,0,2014-08-13,2016-08-15,4.17,4.33,3.33,4.5,4.83,5.0,4.17,f,1,0,1,0,0.06,Dublin,Ireland,Satisfied,Less than 100
3741414,18976273,Gill,2014-07-27,Not Specified,0.0,0.0,f,Cabra,7,12,t,t,53.36364,-6.28616,Private room in townhouse,Private room,1,1 shared bath,1.0,1.0,33.0,4,14,4,4,14,14,4.0,14.0,t,0,0,0,0,20,0,0,2015-07-17,2018-06-25,4.45,4.6,4.65,4.7,4.55,4.2,4.4,t,6,5,1,0,0.23,Dublin,Ireland,Satisfied,Less than 100
3741699,19033083,Teresa,2014-07-28,Not Specified,0.0,0.0,f,Donnybrook,7,9,t,t,53.30939,-6.24007,Private room in home,Private room,2,3 baths,1.0,2.0,45.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,7,0,0,2015-07-23,2016-08-26,4.57,4.57,4.29,4.71,4.57,4.71,4.43,t,7,0,7,0,0.08,Dublin,Ireland,Satisfied,Less than 100
3747675,19170853,Rob,2014-07-30,within a few hours,1.0,0.75,f,Harold's Cross,1,1,t,f,53.32227,-6.28035,Entire home,Entire home/apt,6,1.5 baths,3.0,3.0,210.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,25,3,1,2015-01-01,2022-08-15,4.78,4.83,4.91,4.96,4.96,4.7,4.57,f,1,1,0,0,0.27,Dublin,Ireland,Satisfied,Between 100 to 499
3749697,19164017,Annmarie,2014-07-30,within a few hours,1.0,0.82,f,Not Specified,1,7,t,t,53.272,-6.11282,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,1,10,1,1,10,10,1.0,10.0,t,6,32,62,337,109,21,1,2015-03-18,2022-08-14,4.84,4.86,4.87,4.87,4.83,4.92,4.79,f,1,0,1,0,1.2,Dalkey,Ireland,Satisfied,Less than 100
3767317,2741410,Fergal,2012-06-25,Not Specified,0.0,0.0,f,The Liberties,1,2,t,f,53.3415,-6.28923,Entire home,Entire home/apt,4,1 bath,3.0,3.0,110.0,3,7,3,3,7,7,3.0,7.0,t,0,0,0,0,3,0,0,2014-10-31,2016-01-05,4.67,5.0,5.0,5.0,5.0,4.33,4.67,f,1,1,0,0,0.03,Dublin,Ireland,Satisfied,Between 100 to 499
3770752,19325587,Aoife,2014-08-02,within an hour,1.0,1.0,t,Phibsborough,5,5,t,t,53.3549,-6.26868,Private room in home,Private room,2,1 private bath,1.0,1.0,83.0,4,21,3,4,1125,1125,3.8,1125.0,t,3,6,14,69,304,34,2,2014-08-07,2022-09-07,4.9,4.91,4.93,4.93,4.93,4.78,4.85,t,3,2,1,0,3.08,Dublin,Ireland,Satisfied,Less than 100
3789686,13987224,Veronica,2014-04-07,Not Specified,0.0,0.0,f,Docklands,1,2,t,t,53.34197,-6.23965,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,82.0,4,1125,4,4,1125,1125,4.0,1125.0,t,0,1,1,71,388,0,0,2014-08-11,2020-03-24,4.8,4.85,4.93,4.87,4.92,4.89,4.72,f,1,0,1,0,3.94,Dublin,Ireland,Satisfied,Less than 100
3797186,19500578,Luke,2014-08-05,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.34238,-6.23814,Private room in rental unit,Private room,2,1 bath,1.0,1.0,50.0,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,2,0,0,2014-08-11,2014-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,0.02,Dublin,Ireland,Very Dissatisfied,Less than 100
3801472,19528151,Woody,2014-08-05,Not Specified,0.0,0.0,f,Ringsend/Irishtown,1,1,t,f,53.33994,-6.22753,Entire home,Entire home/apt,4,3 baths,2.0,3.0,120.0,10,14,10,10,14,14,10.0,14.0,t,0,0,0,0,1,0,0,2015-07-31,2015-07-31,4.0,4.0,4.0,4.0,5.0,4.0,4.0,f,1,1,0,0,0.01,Dublin,Ireland,Satisfied,Between 100 to 499
3811548,728305,Sophie,2011-06-21,Not Specified,0.0,0.0,f,Georgian Quarter,1,2,t,f,53.34097,-6.24661,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,60.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,13,0,0,2014-08-12,2016-08-25,4.85,4.92,5.0,5.0,5.0,5.0,4.92,t,1,0,1,0,0.13,Dublin,Ireland,Satisfied,Less than 100
3818337,19635824,James,2014-08-07,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.27766,-6.09981,Entire home,Entire home/apt,4,1.5 baths,1.0,2.0,165.0,3,90,3,3,90,90,3.0,90.0,t,0,0,0,0,51,0,0,2015-06-09,2018-06-25,4.76,4.88,4.65,4.94,4.96,4.96,4.53,t,1,1,0,0,0.58,Dublin,Ireland,Satisfied,Between 100 to 499
3841286,17290408,Becca,2014-06-26,Not Specified,0.0,0.0,f,Ringsend/Irishtown,2,3,t,t,53.33848,-6.22666,Entire home,Entire home/apt,4,1 bath,2.0,2.0,171.0,4,25,4,4,25,25,4.0,25.0,t,0,0,0,0,11,0,0,2016-05-29,2018-03-18,4.82,5.0,4.91,5.0,5.0,4.82,4.91,f,2,1,1,0,0.14,Dublin,Ireland,Satisfied,Between 100 to 499
3851295,15176795,Deirdre,2014-05-06,Not Specified,0.0,0.79,t,The Liberties,1,1,t,t,53.34066,-6.27398,Entire home,Entire home/apt,2,1 bath,1.0,1.0,136.0,4,14,4,4,14,14,4.0,14.0,t,0,0,0,0,34,9,0,2014-09-10,2022-06-04,4.91,5.0,4.91,4.97,5.0,4.94,4.94,f,1,1,0,0,0.35,Dublin,Ireland,Satisfied,Between 100 to 499
3856095,15297946,Paula,2014-05-09,Not Specified,0.0,0.0,f,Donnybrook,1,2,t,t,53.32105,-6.24533,Private room in townhouse,Private room,1,1 private bath,1.0,1.0,75.0,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,72,0,0,2014-10-06,2019-10-24,4.88,4.86,4.96,4.94,4.97,4.92,4.73,f,1,0,1,0,0.75,Ranelagh,Ireland,Satisfied,Less than 100
3868060,19970483,Estelle,2014-08-13,within an hour,1.0,0.71,f,Not Specified,3,5,t,t,53.2869,-6.1802,Private room in bungalow,Private room,2,1.5 shared baths,1.0,1.0,55.0,7,1125,7,7,1125,1125,7.0,1125.0,t,15,30,45,309,6,1,0,2015-06-20,2022-05-21,5.0,4.83,4.83,5.0,5.0,4.83,4.83,f,3,0,3,0,0.07,Dublin,Ireland,Satisfied,Less than 100
3879473,20053490,Angelina,2014-08-15,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.30349,-6.30837,Entire guest suite,Entire home/apt,5,2 baths,2.0,3.0,55.0,1,7,1,1,7,7,1.0,7.0,t,0,0,0,0,339,0,0,2014-10-12,2020-07-23,4.76,4.84,4.91,4.88,4.9,4.58,4.73,f,1,1,0,0,3.52,Dublin,Ireland,Satisfied,Less than 100
3882631,6618797,Rosie,2013-05-28,within a few hours,1.0,0.92,f,Not Specified,2,2,t,t,53.32512,-6.24899,Entire townhouse,Entire home/apt,2,1 bath,1.0,3.0,153.0,3,365,3,3,365,365,3.0,365.0,t,3,19,49,312,171,11,6,2014-09-21,2022-09-11,4.78,4.88,4.81,4.95,4.9,4.8,4.69,f,1,1,0,0,1.76,Dublin,Ireland,Satisfied,Between 100 to 499
3899828,20194381,Dudi,2014-08-18,Not Specified,0.0,0.0,f,Docklands,1,1,t,t,53.34163,-6.23908,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,85.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,15,0,0,2014-10-29,2016-02-29,4.62,4.77,4.38,4.77,4.92,4.46,4.31,f,1,1,0,0,0.16,Dublin,Ireland,Satisfied,Less than 100
3922631,77946,Hilary,2010-02-05,Not Specified,0.0,0.0,f,Ballyfermot,1,1,t,t,53.33984,-6.33968,Entire home,Entire home/apt,4,1 bath,2.0,3.0,155.0,3,7,3,3,7,7,3.0,7.0,t,0,0,0,0,5,0,0,2014-10-06,2015-08-07,4.8,4.8,5.0,5.0,5.0,4.6,4.8,f,1,1,0,0,0.05,Dublin,Ireland,Satisfied,Between 100 to 499
3951360,19377734,Isobel,2014-08-03,within an hour,1.0,0.9,t,Not Specified,3,5,t,t,53.51932,-6.10397,Private room in bungalow,Private room,4,2 shared baths,1.0,3.0,99.0,1,1125,1,1,1125,1125,1.0,1125.0,t,16,41,71,344,117,56,5,2017-05-28,2022-08-26,4.84,4.89,4.88,4.93,4.96,4.86,4.8,f,3,0,3,0,1.81,Rush,Ireland,Satisfied,Less than 100
3965249,19377734,Isobel,2014-08-03,within an hour,1.0,0.9,t,Not Specified,3,5,t,t,53.518680572509766,-6.1028571128845215,Private room in bungalow,Private room,4,2 shared baths,1.0,2.0,99.0,1,1125,1,1,1125,1125,1.0,1125.0,t,1,1,1,255,185,59,9,2014-09-10,2022-08-26,4.87,4.91,4.87,4.94,4.94,4.88,4.88,f,3,0,3,0,1.9,Rush,Ireland,Satisfied,Less than 100
3991589,20691615,Kirsty,2014-08-29,within a few hours,1.0,0.93,f,North Strand,1,1,t,f,53.35649,-6.24096,Private room in townhouse,Private room,1,1 shared bath,1.0,1.0,69.0,7,35,7,7,35,35,7.0,35.0,t,0,2,2,60,157,8,2,2014-09-06,2022-09-03,4.9,4.89,4.87,5.0,4.99,4.73,4.91,f,1,0,1,0,1.61,Dublin,Ireland,Satisfied,Less than 100
4030934,13290926,Gavin,2014-03-19,Not Specified,0.0,0.0,f,Temple Bar,1,2,t,t,53.34378,-6.26957,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,226.0,5,14,5,5,14,14,5.0,14.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
4075119,8107028,Shay,2013-08-12,within an hour,1.0,0.4,f,Clontarf,2,2,t,t,53.36335,-6.18273,Entire home,Entire home/apt,5,1.5 baths,3.0,3.0,300.0,7,14,7,7,14,14,7.0,14.0,t,0,0,0,0,12,1,0,2015-03-14,2022-06-05,5.0,5.0,4.73,4.91,5.0,4.73,4.91,f,2,1,1,0,0.13,Dublin,Ireland,Satisfied,Between 100 to 499
4080295,21164210,Alda,2014-09-10,Not Specified,0.0,0.0,f,Stoneybatter/Arbour Hill,1,4,t,f,53.34938,-6.28887,Private room in rental unit,Private room,2,1 bath,1.0,1.0,55.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,1,0,0,2016-07-10,2016-07-10,5.0,5.0,5.0,5.0,5.0,4.0,4.0,t,1,0,1,0,0.01,Not Specified,Not Specified,Satisfied,Less than 100
4092157,10475485,J,2013-12-06,within a few hours,1.0,0.57,f,Not Specified,2,2,t,t,53.20836,-6.12398,Private room in home,Private room,2,1 shared bath,1.0,1.0,33.0,1,5,1,1,5,5,1.0,5.0,t,0,0,0,27,24,0,0,2016-11-01,2019-07-25,4.71,4.76,4.33,4.9,4.81,4.67,4.76,f,2,0,2,0,0.34,Dublin,Ireland,Satisfied,Less than 100
4093174,9574867,Andrea,2013-10-22,within an hour,1.0,1.0,f,Temple Bar,1,3,t,t,53.34466,-6.2647,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,155.0,3,1125,3,3,1125,1125,3.0,1125.0,t,4,18,39,39,11,7,5,2015-06-05,2022-09-11,4.55,4.73,4.55,4.91,5.0,5.0,4.36,t,1,1,0,0,0.12,Dublin,Ireland,Satisfied,Between 100 to 499
4095938,21245505,Aidan,2014-09-12,Not Specified,0.0,0.0,f,North Strand,1,1,t,t,53.35753,-6.24278,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,40.0,2,12,2,2,12,12,2.0,12.0,t,0,0,0,0,189,0,0,2014-09-20,2019-09-09,4.79,4.82,4.63,4.97,4.98,4.62,4.78,f,1,0,1,0,1.95,Dublin,Ireland,Satisfied,Less than 100
4108004,20643656,Adrian,2014-08-28,within an hour,1.0,0.83,f,Killiney,4,4,t,t,53.25087,-6.11998,Private room in home,Private room,6,2 baths,3.0,3.0,670.0,1,28,1,1,28,28,1.0,28.0,t,29,59,89,89,1,1,0,2022-07-24,2022-07-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,1,3,0,0.59,Not Specified,Ireland,Very Satisfied,Between 500 to 999
4134612,21449191,Marguerite,2014-09-17,Not Specified,0.0,0.0,f,Portobello,1,1,t,f,53.33543,-6.27202,Entire home,Entire home/apt,2,2 baths,1.0,1.0,100.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.0,Skerries,Ireland,Very Dissatisfied,Between 100 to 499
4160003,21013528,Frances,2014-09-06,within an hour,1.0,1.0,t,Booterstown,3,3,t,t,53.30735,-6.20986,Private room in home,Private room,1,1 shared bath,1.0,1.0,88.0,1,7,1,1,7,7,1.0,7.0,t,0,0,0,0,22,5,0,2016-06-24,2022-07-03,4.77,4.86,4.86,4.91,5.0,4.64,4.77,f,2,0,2,0,0.29,Dublin,Ireland,Satisfied,Less than 100
4177992,8760476,Clare,2013-09-10,within an hour,1.0,0.96,t,Clontarf,3,24,t,t,53.36839,-6.18998,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,70.0,7,1125,7,7,1125,1125,7.0,1125.0,t,15,42,70,70,219,27,1,2015-03-18,2022-08-21,4.94,4.92,4.93,4.98,4.98,4.81,4.89,f,2,1,1,0,2.4,Clontarf,Ireland,Satisfied,Less than 100
4208603,1499994,Lesley,2011-12-13,Not Specified,0.0,0.91,t,Not Specified,1,2,t,t,53.39703,-6.1334,Private room in bed and breakfast,Private room,2,1 private bath,1.0,2.0,80.0,2,5,2,2,5,5,2.0,5.0,t,0,0,0,58,119,18,3,2014-12-01,2022-08-29,4.92,4.97,4.99,4.99,4.98,4.71,4.97,f,1,0,1,0,1.26,Dublin,Ireland,Satisfied,Less than 100
4255534,20066217,Pete,2014-08-15,Not Specified,0.0,0.0,f,Portobello,2,2,t,t,53.33085,-6.2738,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,179.0,30,1125,2,30,1125,1125,22.0,1125.0,t,0,0,0,0,50,0,0,2016-07-05,2017-07-15,4.78,4.88,4.8,4.88,4.94,4.68,4.7,f,1,1,0,0,0.66,London,United Kingdom,Satisfied,Between 100 to 499
4261174,7354515,Serena,2013-07-08,within a day,0.9,0.6,f,Not Specified,1,2,t,t,53.31882,-6.31644,Entire home,Entire home/apt,6,3 baths,3.0,3.0,529.0,4,28,4,4,28,28,4.0,28.0,t,23,53,83,346,14,5,1,2018-10-29,2022-08-30,4.93,4.93,4.93,5.0,5.0,4.93,4.79,f,1,1,0,0,0.3,Dublin,Ireland,Satisfied,Between 500 to 999
4278898,166625,Warwick,2010-07-14,Not Specified,0.0,0.0,f,Ballsbridge,1,1,t,t,53.33042,-6.23174,Private room in rental unit,Private room,2,1 bath,1.0,1.0,250.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,0,1,0,0.0,Killiney,Ireland,Very Dissatisfied,Between 100 to 499
4282658,446122,Cathal,2011-03-16,within a day,1.0,0.77,t,Rathgar,1,1,t,t,53.31997,-6.26655,Entire townhouse,Entire home/apt,6,2.5 baths,4.0,4.0,500.0,6,30,6,6,30,30,6.0,30.0,t,0,0,1,218,100,17,0,2015-01-19,2022-08-07,4.91,4.9,4.93,4.95,4.95,4.83,4.73,f,1,1,0,0,1.07,Dublin,Ireland,Satisfied,Between 500 to 999
4294854,22295110,Andrew,2014-10-08,within an hour,1.0,1.0,f,Smithfield,2,2,t,t,53.34735,-6.27185,Private room in rental unit,Private room,2,1 bath,1.0,1.0,70.0,30,70,30,30,70,70,30.0,70.0,t,26,26,26,26,188,0,0,2014-10-28,2019-09-26,4.55,4.63,4.64,4.81,4.86,4.7,4.51,f,2,0,2,0,1.96,Dublin,Ireland,Satisfied,Less than 100
4296435,22304411,Dee,2014-10-08,Not Specified,0.0,0.0,f,Not Specified,1,1,t,t,53.32529,-6.31266,Entire guesthouse,Entire home/apt,3,1 bath,1.0,1.0,54.0,7,60,7,7,1125,1125,7.0,1125.0,t,0,0,0,0,109,0,0,2017-06-18,2021-02-01,4.89,4.97,4.91,4.98,4.98,4.55,4.85,t,1,1,0,0,1.71,Dublin,Ireland,Satisfied,Less than 100
4302167,22331062,Michael,2014-10-09,Not Specified,0.0,0.0,f,Docklands,1,2,t,t,53.33967,-6.23031,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,110.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,103,0,0,2014-11-06,2018-10-01,4.84,4.9,4.7,4.89,4.93,4.75,4.76,t,1,1,0,0,1.08,Dublin,Ireland,Satisfied,Between 100 to 499
4304166,22295110,Andrew,2014-10-08,within an hour,1.0,1.0,f,Smithfield,2,2,t,t,53.34876,-6.27156,Private room in rental unit,Private room,2,1 bath,1.0,1.0,120.0,500,700,500,500,700,700,500.0,700.0,t,30,60,90,90,0,0,0,2024-01-12,2024-01-12,2.275,2.315,2.32,2.405,2.43,2.35,2.255,f,2,0,2,0,0.98,Dublin,Ireland,Dissatisfied,Between 100 to 499
4313897,20177806,Alex,2014-08-17,within a few hours,1.0,0.61,t,Leixlip,1,1,t,f,53.36381,-6.50219,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,48.0,2,40,2,2,40,40,2.0,40.0,t,0,0,0,16,17,17,0,2021-12-07,2022-04-25,4.94,4.94,4.82,5.0,5.0,4.76,4.94,f,1,1,0,0,1.82,Leixlip,Ireland,Satisfied,Less than 100
4317345,7103965,Kenza,2013-06-25,Not Specified,0.0,0.0,f,Not Specified,1,1,t,f,53.33511,-6.26731,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,75.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,7,0,0,2014-11-15,2015-03-10,4.67,4.83,5.0,4.67,4.83,4.67,4.83,f,1,1,0,0,0.07,Dublin,Ireland,Satisfied,Less than 100
4328664,12082065,Chris,2014-02-09,Not Specified,0.0,0.0,f,Churchtown,1,1,t,t,53.29093,-6.25162,Entire home,Entire home/apt,4,1 bath,2.0,2.0,45.0,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,2,0,0,2015-11-15,2017-03-19,5.0,4.5,4.5,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02,Dublin,Ireland,Very Satisfied,Less than 100
4337495,22520231,Susan,2014-10-14,Not Specified,0.0,0.0,f,Ranelagh and Rathmines,1,1,t,f,53.32982,-6.25938,Entire home,Entire home/apt,4,1 bath,2.0,2.0,107.0,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,76,0,0,2014-12-24,2020-01-02,4.8,4.89,4.65,4.91,4.95,4.85,4.77,f,1,1,0,0,0.81,Not Specified,Ireland,Satisfied,Between 100 to 499
4368210,3822847,Meabh,2012-10-10,Not Specified,0.0,0.0,f,North Strand,1,1,t,t,53.35818,-6.2372,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,185.0,2,365,2,4,1125,1125,3.6,1125.0,t,0,0,0,1,10,0,0,2018-03-18,2020-03-12,4.44,4.44,4.44,4.67,4.56,4.33,4.56,f,1,1,0,0,0.18,Dublin,Ireland,Satisfied,Between 100 to 499
4378260,1614756,Helena,2012-01-16,within a few hours,1.0,0.68,t,Not Specified,1,1,t,t,53.34855,-6.27742,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,68.0,2,1125,2,2,1125,1125,2.0,1125.0,t,2,5,11,252,109,31,3,2015-04-19,2022-09-02,4.75,4.92,4.81,4.75,4.85,4.86,4.66,f,1,0,1,0,1.21,Dublin,Ireland,Satisfied,Less than 100
4382103,22754114,(Email hidden by Airbnb),2014-10-20,Not Specified,0.0,1.0,f,Addison Park,1,1,t,t,53.37093,-6.26822,Entire home,Entire home/apt,7,2.5 baths,4.0,5.0,295.0,4,14,4,4,14,14,4.0,14.0,t,0,0,0,0,9,1,0,2015-01-03,2022-06-18,4.88,5.0,5.0,4.88,4.88,5.0,5.0,f,1,1,0,0,0.1,Dublin,Ireland,Very Satisfied,Between 100 to 499
4385648,9813926,Colm,2013-11-04,Not Specified,0.0,0.0,t,Harold's Cross,2,2,t,t,53.32216,-6.28814,Entire home,Entire home/apt,5,2 baths,3.0,4.0,200.0,2,1125,2,3,1125,1125,2.7,1125.0,t,0,0,0,0,0,0,0,2024-01-12,2024-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t,1,1,0,0,0.0,Dublin,Ireland,Very Dissatisfied,Between 100 to 499
4391824,22799276,Colman,2014-10-21,within an hour,1.0,1.0,f,Temple Bar,2,2,t,t,53.34443,-6.26749,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,221.0,2,100,1,2,100,100,1.7,100.0,t,0,0,0,0,138,0,0,2016-02-16,2020-02-23,4.7,4.82,4.55,4.83,4.91,4.97,4.63,f,2,2,0,0,1.72,Not Specified,Not Specified,Satisfied,Between 100 to 499
4394037,22809914,T K,2014-10-21,Not Specified,0.0,0.0,f,Not Specified,1,4,t,t,53.37947,-6.06628,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,190.0,1,14,1,1,14,14,1.0,14.0,t,0,0,0,0,1,0,0,2017-03-15,2017-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f,1,1,0,0,0.01,Howth,Ireland,Very Dissatisfied,Between 100 to 499
4403308,22857190,Mark,2014-10-22,Not Specified,0.0,0.0,f,Docklands,1,3,t,t,53.34524,-6.23522,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,95.0,7,13,7,7,13,13,7.0,13.0,t,0,0,0,0,5,0,0,2015-01-03,2017-08-11,5.0,4.8,5.0,5.0,5.0,4.25,4.5,f,1,1,0,0,0.05,Dublin,Ireland,Satisfied,Less than 100
4423190,9969047,Conor,2013-11-12,Not Specified,0.0,0.0,f,Docklands,1,2,t,t,53.34037,-6.23662,Entire rental unit,Entire home/apt,8,2 baths,3.0,3.0,300.0,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,1,0,0,2019-03-18,2019-03-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02,Dublin,Ireland,Very Satisfied,Between 100 to 499
4435614,22963548,Lara,2014-10-25,within a day,1.0,0.14,f,Trinity College,1,1,t,t,53.34178,-6.24404,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,132.0,7,200,7,7,200,200,7.0,200.0,t,0,0,19,110,55,0,0,2016-07-02,2018-10-29,4.91,4.94,4.83,4.94,4.94,4.87,4.87,f,1,0,1,0,0.73,Dublin,Ireland,Satisfied,Between 100 to 499
4446134,23074368,Berna,2014-10-28,within an hour,1.0,1.0,f,Not Specified,5,6,t,t,53.24059,-6.12642,Entire home,Entire home/apt,8,2 baths,5.0,7.0,379.0,3,21,3,3,21,21,3.0,21.0,t,7,13,13,13,21,4,0,2017-01-03,2022-06-13,4.81,4.86,4.86,4.9,4.9,4.67,4.62,f,5,1,4,0,0.3,Dublin,Ireland,Satisfied,Between 100 to 499
4446326,23074368,Berna,2014-10-28,within an hour,1.0,1.0,f,Not Specified,5,6,t,t,53.24044,-6.12693,Private room in home,Private room,2,1.5 shared baths,1.0,2.0,52.0,1,7,1,1,7,7,1.0,7.0,t,0,0,0,0,36,7,1,2015-06-26,2022-08-16,4.68,4.88,4.91,4.85,4.85,4.5,4.68,f,5,1,4,0,0.41,Dublin,Ireland,Satisfied,Less than 100
4479658,4069540,Alan & John,2012-11-05,Not Specified,0.0,0.0,f,The Liberties,1,1,t,t,53.34161,-6.28063,Entire home,Entire home/apt,4,2 baths,2.0,2.0,170.0,10,1125,10,10,1125,1125,10.0,1125.0,t,0,0,0,0,4,0,0,2015-05-23,2015-07-26,5.0,4.75,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.04,Dublin,Ireland,Satisfied,Between 100 to 499
4492472,23303300,Jim,2014-11-03,within an hour,1.0,1.0,f,The Liberties,3,4,t,t,53.33534,-6.28121,Private room in home,Private room,2,1 shared bath,1.0,1.0,48.0,2,10,2,2,10,10,2.0,10.0,t,0,0,0,0,21,0,0,2016-07-17,2019-08-18,4.48,4.55,4.35,4.65,4.8,4.45,4.55,f,3,0,3,0,0.28,Dublin,Ireland,Satisfied,Less than 100
